wavenumber,mean_absorbance,sd_absorbance,cv_percent
3335.31285,0.0381,3.4205262752974195e-4,0.8977759252749132
3333.38269,0.03817,3.349626844888829e-4,0.8775548453992216
3331.4525400000002,0.038212499999999996,3.3797189232242304e-4,0.8844537581221409
3329.52238,0.03825,3.420526275297437e-4,0.894255235371879
3327.59222,0.038265,3.4837719022155696e-4,0.9104330072430602
3325.66206,0.0382825,3.451931826287027e-4,0.9016996868770396
3323.7319,0.0382925,3.384646707314268e-4,0.8838928529906033
3321.80175,0.038305,3.359067330872253e-4,0.876926597277706
3319.87159,0.03832,3.4009802508492404e-4,0.8875209422884239
3317.94143,0.038325,3.472271110766959e-4,0.9060068129855078
3316.01127,0.038345000000000004,3.472271110766959e-4,0.9055342575999369
3314.08111,0.038372500000000004,3.446133098609719e-4,0.8980736461293162
3312.15096,0.03841,3.437053001240067e-4,0.8948328563499263
3310.2208,0.0384675,3.474070619124859e-4,0.9031183776239315
3308.29064,0.03852,3.420526275297412e-4,0.8879870911987051
3306.36048,0.0385675,3.3895673273541505e-4,0.8788662286521425
3304.43032,0.03864,3.3496268448888496e-4,0.8668806534391433
3302.50017,0.0387025,3.442261853297425e-4,0.8894158912983463
3300.57001,0.038764999999999994,3.538832199092428e-4,0.9128936409370382
3298.63985,0.0388075,3.502737025051496e-4,0.9025928042392568
3296.70969,0.03886,3.5289280714309444e-4,0.9081132453502173
3294.77954,0.0389025,3.508442199419369e-4,0.9018552019585808
3292.84938,0.038932499999999995,3.446133098609719e-4,0.8851558719860577
3290.91922,0.0389525,3.4003676271838524e-4,0.8729523463664342
3288.98906,0.038965,3.421987726453722e-4,0.8782208973318932
3287.0589,0.03896,3.4292856398964334e-4,0.8802067864210557
3285.12875,0.03895,3.4292856398964524e-4,0.8804327701916438
3283.19859,0.038919999999999996,3.478505426185222e-4,0.8937578176221023
3281.26843,0.038865000000000004,3.4219877264537356e-4,0.8804805677225614
3279.33827,0.0387975,3.4490336810958033e-4,0.8889834863318006
3277.40811,0.038725,3.4693899559816964e-4,0.8959044431198699
3275.47796,0.0386175,3.4364468083569597e-4,0.8898677564205243
3273.5478,0.038500000000000006,3.463139231006077e-4,0.8995166833782016
3271.61764,0.038375,3.425881881598768e-4,0.8927379496022847
3269.68748,0.0382275,3.3895673273541505e-4,0.8866829709905567
3267.75732,0.038079999999999996,3.365511352924943e-4,0.8838002502428948
3265.82717,0.0379075,3.3360405672993047e-4,0.8800476336607017
3263.89701,0.037727500000000004,3.402327634625052e-4,0.9018163500430857
3261.96685,0.037524999999999996,3.309078421554852e-4,0.8818330237321392
3260.03669,0.037325,3.2460232079679604e-4,0.8696646237020658
3258.10653,0.037105,3.1796226191169207e-4,0.8569256485963943
