iteration,ARI,unique_participants,induced_cluster_sizes
779,0.2601898380792853,19,12/9/4
780,0.8754842280022136,17,14/6/5
781,0.5048104131295982,16,9/10/6
782,0.3816750983698707,17,12/6/7
783,0.4071146245059289,15,11/6/8
784,0.5805369127516778,17,5/19/1
785,0.4482173174872665,19,9/6/10
786,0.5048104131295982,15,10/9/6
787,0.3902439024390244,16,10/8/7
788,0.8784440842787682,17,6/16/3
789,0.4071146245059289,14,11/8/6
790,0.6757543673901535,18,7/17/1
791,0.5048104131295982,17,6/9/10
792,0.6729845168179391,16,17/5/3
793,0.20789327404113395,18,4/13/8
794,0.5784964068546158,16,3/13/9
795,1,14,6/15/4
796,0.6729845168179391,16,17/5/3
797,0.19154228855721392,16,3/13/9
798,0.4482173174872665,15,10/6/9
799,0.8784440842787682,13,6/16/3
800,0.4268976057055527,16,20/2/3
801,0.5474492594624246,17,13/2/10
802,0.26511369938990564,15,3/12/10
803,1,15,15/4/6
804,0.5765104460756635,17,11/6/8
805,1,16,15/4/6
806,1,18,15/6/4
807,0.8784440842787682,15,16/3/6
808,0.3284834918858422,14,11/10/4
809,0.4071146245059289,15,11/6/8
810,0.4084507042253521,16,10/10/5
811,0.19154228855721392,13,3/9/13
812,0.8784440842787682,16,16/6/3
813,0.4071146245059289,16,11/8/6
814,0.8784440842787682,19,16/3/6
815,0.1341396371632765,17,8/14/3
816,0.6729845168179391,15,17/5/3
817,0.4482173174872665,14,9/6/10
818,0.26511369938990564,17,10/12/3
819,0.4482173174872665,17,9/10/6
820,0.6182201158504476,14,4/18/3
821,0.4071146245059289,15,11/8/6
822,0.8784440842787682,15,3/16/6
823,0.4084507042253521,14,10/10/5
824,0.3284834918858422,17,10/4/11
825,0.38885730528709495,14,9/8/8
826,0.8567921440261866,16,3/15/7
827,0.8784440842787682,17,16/6/3
828,0.4071146245059289,15,11/6/8
829,0.4482173174872665,16,10/6/9
830,0.26511369938990564,18,12/10/3
831,0.5805369127516778,14,5/19/1
832,0.6729845168179391,16,5/17/3
833,1,14,15/6/4
834,0.3284834918858422,15,4/11/10
835,0.4482173174872665,16,10/6/9
836,0.7738158594997339,14,6/2/17
837,0.8784440842787682,18,16/3/6
838,0.8567921440261866,15,15/7/3
839,1,17,15/6/4
840,0.8063087991145546,16,5/6/14
841,0.8784440842787682,17,16/6/3
842,0.4482173174872665,17,10/9/6
843,0.4071146245059289,17,8/11/6
844,0.8784440842787682,15,16/3/6
845,0.5765104460756635,20,8/6/11
846,0.8784440842787682,16,16/6/3
847,0.4071146245059289,16,8/11/6
848,0.5048104131295982,14,10/9/6
849,0.5765104460756635,19,11/8/6
850,0.6757543673901535,17,17/1/7
851,0.5048104131295982,19,10/9/6
852,0.8784440842787682,17,6/16/3
853,0.8784440842787682,16,6/16/3
854,1,17,4/6/15
855,0.5048104131295982,18,9/10/6
856,1,16,4/15/6
857,0.3458075407990996,15,11/9/5
858,0.26139561057962857,13,9/5/11
859,0.6346261944912872,16,6/12/7
860,0.4071146245059289,17,11/8/6
861,0.26511369938990564,15,10/12/3
862,1,16,15/6/4
863,0.5805369127516778,15,19/5/1
864,0.6729845168179391,16,17/5/3
865,1,16,4/15/6
866,0.2601898380792853,18,12/9/4
867,0.8567921440261866,18,7/15/3
868,0.6729845168179391,19,3/17/5
869,0.4482173174872665,17,9/6/10
870,1,15,15/6/4
871,0.8784440842787682,17,16/3/6
872,0.6182201158504476,11,18/3/4
873,0.26511369938990564,20,3/12/10
874,0.19154228855721392,17,9/13/3
875,0.8784440842787682,19,16/3/6
876,0.8784440842787682,15,6/16/3
877,0.8754842280022136,15,14/6/5
878,0.6182201158504476,18,18/4/3
879,0.144286466561348,13,4/18/3
880,0.5048104131295982,14,6/10/9
881,0.4482173174872665,15,9/10/6
882,0.8754842280022136,16,14/5/6
883,0.6729845168179391,15,17/5/3
884,0.8784440842787682,15,16/6/3
885,0.4071146245059289,16,11/8/6
886,0.5048104131295982,17,9/10/6
887,0.2601898380792853,17,9/12/4
888,0.19154228855721392,18,13/9/3
889,0.746125066809193,16,17/4/4
890,0.5765104460756635,14,6/8/11
891,0.9383561643835616,16,15/5/5
892,0.8784440842787682,17,16/6/3
893,0.6729845168179391,18,3/5/17
894,0.2989343802579922,17,8/12/5
895,0.5765104460756635,14,8/11/6
896,0.5805369127516778,16,19/5/1
897,0.746125066809193,16,4/17/4
898,0.4071146245059289,15,11/6/8
899,0.6751488900920413,17,1/14/10
900,0.746125066809193,16,8/16/1
901,0.3902439024390244,16,10/8/7
902,0.4071146245059289,17,11/8/6
903,0.4084507042253521,15,10/10/5
904,1,15,15/6/4
905,0.8784440842787682,18,16/6/3
906,0.1341396371632765,14,3/14/8
907,0.19154228855721392,16,13/9/3
908,0.4071146245059289,17,11/6/8
909,1,19,6/4/15
910,0.6345425013535464,16,4/16/5
911,0.4482173174872665,15,10/6/9
912,0.746125066809193,16,1/8/16
913,0.6729845168179391,15,5/17/3
914,0.4482173174872665,15,10/9/6
915,0.4071146245059289,18,11/6/8
916,0.746125066809193,16,17/4/4
917,0.4482173174872665,18,10/6/9
918,0.19154228855721392,17,13/9/3
919,0.5805369127516778,18,19/5/1
920,0.5048104131295982,16,6/10/9
921,0.746125066809193,16,4/17/4
922,1,18,15/6/4
923,0.26511369938990564,15,12/10/3
924,0.4071146245059289,17,8/6/11
925,0.8754842280022136,16,5/14/6
926,0.6182201158504476,15,18/4/3
927,0.4482173174872665,19,6/10/9
928,0.8784440842787682,14,6/16/3
929,0.8784440842787682,15,6/16/3
930,0.4071146245059289,16,11/8/6
931,0.8784440842787682,15,6/16/3
932,0.19442927362097215,15,9/14/2
933,1,17,15/6/4
934,0.4482173174872665,14,9/10/6
935,0.5805369127516778,17,19/5/1
936,0.5048104131295982,14,10/9/6
937,0.4482173174872665,16,9/6/10
938,0.4482173174872665,17,9/10/6
939,0.5805369127516778,16,19/5/1
940,0.4482173174872665,15,10/6/9
941,0.6729845168179391,19,17/3/5
942,0.6050552922590837,15,4/3/18
943,0.6445497630331753,14,18/4/3
944,0.6182201158504476,17,18/3/4
945,0.5765104460756635,16,11/6/8
946,0.3788819875776398,15,11/8/6
947,1,15,15/6/4
948,0.38885730528709495,14,8/9/8
949,0.1341396371632765,14,8/14/3
950,0.20789327404113395,14,4/13/8
951,0.4071146245059289,15,11/6/8
952,0.8754842280022136,15,14/5/6
953,1,14,15/4/6
954,0.26511369938990564,19,10/12/3
955,1,15,6/15/4
956,0.5048104131295982,16,6/10/9
957,0.8754842280022136,18,5/6/14
958,0.1341396371632765,17,14/8/3
959,1,18,6/15/4
960,0.8784440842787682,17,3/16/6
961,0.4071146245059289,15,6/11/8
962,0.5805369127516778,17,19/1/5
963,0.5048104131295982,18,6/10/9
964,0.746125066809193,16,17/4/4
965,0.20789327404113395,16,8/13/4
966,0.05899626268019223,15,5/17/3
967,0.4071146245059289,18,11/8/6
968,0.8317178244480344,18,15/9/1
969,0.1341396371632765,17,8/14/3
970,0.4482173174872665,17,6/9/10
971,0.6757543673901535,15,17/7/1
972,0.6182201158504476,17,18/3/4
973,0.4071146245059289,17,8/11/6
974,1,17,15/4/6
975,0.6757543673901535,14,7/17/1
976,1,17,6/15/4
977,0.19154228855721392,16,13/9/3
978,0.35452526374236537,15,11/11/3
979,0.19536984754376063,13,6/11/8
980,0.4482173174872665,16,9/10/6
981,0.5805369127516778,15,19/5/1
982,1,16,4/6/15
983,0.8567921440261866,16,15/7/3
984,0.8784440842787682,14,16/6/3
985,0.19154228855721392,16,9/13/3
986,0.2166025288620121,13,8/14/3
987,0.8754842280022136,14,14/5/6
988,0.4482173174872665,20,6/10/9
989,0.4071146245059289,15,6/11/8
990,0.2989343802579922,17,5/8/12
991,0.3284834918858422,14,11/10/4
992,0.26511369938990564,16,12/10/3
993,0.21832144816236973,15,13/10/2
994,1,20,15/6/4
995,0.1341396371632765,16,8/14/3
996,0.6673762639701969,12,2/6/17
997,0.6182201158504476,16,3/18/4
998,0.5139968895800933,17,3/19/3
999,0.8784440842787682,16,3/6/16
1000,0.4071146245059289,17,8/6/11
