iteration,baseline_cluster,Jaccard
977,3,0.5
978,1,0.7333333333333333
978,2,0.36363636363636365
978,3,0.5
979,1,0.4444444444444444
979,2,0.5
979,3,0.2727272727272727
980,1,0.6
980,2,0.4
980,3,1
981,1,0.7894736842105263
981,2,0.21052631578947367
981,3,0.8333333333333334
982,1,1
982,2,1
982,3,1
983,1,1
983,2,0.5714285714285714
983,3,0.5
984,1,0.9375
984,2,0.75
984,3,1
985,1,0.6
985,2,0.3076923076923077
985,3,0.5
986,1,0.5333333333333333
986,2,0.75
986,3,0.42857142857142855
987,1,0.9333333333333333
987,2,0.8
987,3,1
988,1,0.6
988,2,0.4
988,3,1
989,1,0.5333333333333333
989,2,0.36363636363636365
989,3,1
990,1,0.5333333333333333
990,2,0.3333333333333333
990,3,0.8333333333333334
991,1,0.6666666666666666
991,2,0.36363636363636365
991,3,0.6666666666666666
992,1,0.6666666666666666
992,2,0.3333333333333333
992,3,0.5
993,1,0.6666666666666666
993,2,0.3076923076923077
993,3,0.3333333333333333
994,1,1
994,2,1
994,3,1
995,1,0.5333333333333333
995,2,0.2857142857142857
995,3,0.5
996,1,0.8823529411764706
996,2,0.25
996,3,0.5
997,1,0.8333333333333334
997,2,0.75
997,3,0.6666666666666666
998,1,0.7894736842105263
998,2,0.75
998,3,0.5
999,1,0.9375
999,2,0.75
999,3,1
1000,1,0.5333333333333333
1000,2,0.36363636363636365
1000,3,1
