cluster,wavenumber,median_absorbance,q25_absorbance,q75_absorbance,mean_absorbance,n
1,3034.208218574524,0.021729959174990654,0.020239357836544514,0.023970658890902996,0.021782969559232392,15
1,3032.2780606746674,0.021596163511276245,0.02012374997138977,0.02378747146576643,0.021631699800491334,15
1,3030.347902774811,0.021466676145792007,0.020011985674500465,0.023581845685839653,0.021485908453663192,15
1,3028.417744874954,0.021341221407055855,0.019904001615941525,0.023381506092846394,0.021345551187793414,15
1,3026.4875869750977,0.021218327805399895,0.01979901548475027,0.023185758851468563,0.021209521343310674,15
1,3024.557429075241,0.021096864715218544,0.019696771167218685,0.022993952967226505,0.021077017237742742,15
1,3022.6272711753845,0.020976539701223373,0.019597661681473255,0.02280616108328104,0.02094807426134745,15
1,3020.697113275528,0.02085788920521736,0.019502293318510056,0.022623294964432716,0.020823320373892784,15
1,3018.7669553756714,0.0207417830824852,0.019411086104810238,0.02244643960148096,0.02070333920419216,15
1,3016.836797475815,0.02062521129846573,0.019324354827404022,0.0222761956974864,0.020588317016760508,15
1,3014.9066395759583,0.02049367129802704,0.01924287062138319,0.022113007493317127,0.020478546371062598,15
1,3012.9764816761017,0.02039487473666668,0.019167828373610973,0.021957505494356155,0.020374829073747,15
1,3011.046323776245,0.020314542576670647,0.01909986324608326,0.021809950470924377,0.020277825742959978,15
1,3009.1161658763885,0.020227689296007156,0.019038339145481586,0.021669759415090084,0.02018726939956347,15
1,3007.186007976532,0.020144134759902954,0.018981831148266792,0.021536105312407017,0.020102241014440855,15
1,3005.2558500766754,0.02006613276898861,0.01892918534576893,0.021408856846392155,0.020022163540124892,15
1,3003.325692176819,0.01999404840171337,0.018880237825214863,0.02128883171826601,0.019947517290711404,15
1,3001.3955342769623,0.019929470494389534,0.018832690082490444,0.021177259273827076,0.01987977549433708,15
1,2999.4653763771057,0.019874366000294685,0.018789059482514858,0.021075322292745113,0.019820874060193696,15
1,2997.535218477249,0.01983104646205902,0.01875383034348488,0.02098439633846283,0.019773041332761445,15
1,2995.6050605773926,0.019802656024694443,0.018729631789028645,0.02090656105428934,0.01973910667002201,15
1,2993.674902677536,0.019792547449469566,0.018719561398029327,0.020844600163400173,0.019722391789158186,15
1,2991.7447447776794,0.019803117960691452,0.018726280890405178,0.02080128714442253,0.019726027672489484,15
1,2989.814586877823,0.01983565278351307,0.018746190704405308,0.02077874355018139,0.019752487540245056,15
1,2987.8844289779663,0.019890761002898216,0.01877816766500473,0.02080669905990362,0.019803411761919656,15
1,2985.9542710781097,0.0199681855738163,0.018826878629624844,0.02085614576935768,0.019879206269979476,15
1,2984.024113178253,0.020066242665052414,0.018891760148108006,0.020925838500261307,0.019978686546285946,15
1,2982.0939552783966,0.020182223990559578,0.018971720710396767,0.021013512276113033,0.020099535087744393,15
1,2980.16379737854,0.020313484594225883,0.019065688364207745,0.021116672083735466,0.020239297673106192,15
1,2978.2336394786835,0.02045784518122673,0.01917283982038498,0.021233542822301388,0.020395908504724503,15
1,2976.303481578827,0.02058391459286213,0.01929259393364191,0.02136325091123581,0.020567660902937254,15
1,2974.3733236789703,0.02069920301437378,0.019424496218562126,0.021505508571863174,0.020752825339635215,15
1,2972.4431657791138,0.02083291858434677,0.019665136002004147,0.021659761667251587,0.020948869238297144,15
1,2970.513007879257,0.020982714369893074,0.019950774498283863,0.021824329160153866,0.021152183413505554,15
1,2968.5828499794006,0.02114586904644966,0.020130692049860954,0.021997353062033653,0.021358940253655114,15
1,2966.652692079544,0.021320343017578125,0.020312131382524967,0.02217755652964115,0.02156589354077975,15
1,2964.7225341796875,0.021535418927669525,0.020492983981966972,0.022355413995683193,0.02177059054374695,15
1,2962.792376279831,0.021820109337568283,0.020672150887548923,0.022533103823661804,0.021971766650676728,15
1,2960.8622183799744,0.021999195218086243,0.020849975757300854,0.022784896194934845,0.02216966077685356,15
1,2958.932060480118,0.02222905494272709,0.02102801576256752,0.023056999780237675,0.022365711877743402,15
1,2957.0019025802612,0.022407379001379013,0.021208491176366806,0.02332358341664076,0.022562187785903614,15
1,2955.0717446804047,0.022577228024601936,0.02139404881745577,0.023590444587171078,0.02276193934182326,15
1,2953.141586780548,0.02282043918967247,0.021587439812719822,0.02386450208723545,0.022967889656623205,15
1,2951.2114288806915,0.023040534928441048,0.02179091051220894,0.024152926169335842,0.023182544857263565,15
1,2949.281270980835,0.023238863795995712,0.02200575266033411,0.024462233297526836,0.023407816141843795,15
1,2947.3511130809784,0.02344573475420475,0.022232172079384327,0.02479762490838766,0.023644954338669776,15
1,2945.420955181122,0.023661401122808456,0.022469477728009224,0.025162546895444393,0.023894473786155383,15
1,2943.4907972812653,0.023885730654001236,0.022716389037668705,0.025558345951139927,0.02415600841244062,15
1,2941.5606393814087,0.02411806955933571,0.022970983758568764,0.025983828119933605,0.024428007006645203,15
1,2939.630481481552,0.024356866255402565,0.02323038224130869,0.02643480058759451,0.02470758172372977,15
1,2937.7003235816956,0.02459976077079773,0.02349070180207491,0.026904149912297726,0.024990904952088992,15
1,2935.770165681839,0.02484421618282795,0.023747313767671585,0.027382557280361652,0.025273696581522623,15
1,2933.8400077819824,0.02508792094886303,0.023995161056518555,0.027859183959662914,0.025551251446207363,15
1,2931.909849882126,0.025328967720270157,0.024229182861745358,0.028211488388478756,0.025818454474210738,15
1,2929.9796919822693,0.025565795600414276,0.024444609880447388,0.028473975136876106,0.026069975023468337,15
1,2928.0495340824127,0.025796277448534966,0.024636661633849144,0.028721770271658897,0.026300116380055746,15
1,2926.119376182556,0.026016877964138985,0.02480034250766039,0.028950151056051254,0.026502921432256698,15
1,2924.1892182826996,0.026223404332995415,0.024923224933445454,0.029155004769563675,0.026673389847079912,15
1,2922.259060382843,0.026412302628159523,0.024996288120746613,0.029333394952118397,0.026808528726299605,15
1,2920.3289024829865,0.026580829173326492,0.0250375559553504,0.029483388178050518,0.026907006030281386,15
1,2918.39874458313,0.026726631447672844,0.025048290379345417,0.029604020528495312,0.02696860171854496,15
1,2916.4685866832733,0.026847869157791138,0.025030991062521935,0.02969540376216173,0.02699440804620584,15
1,2914.5384287834167,0.026943521574139595,0.02503636572510004,0.029745574109256268,0.02698680981993675,15
1,2912.60827088356,0.02701341174542904,0.02492765709757805,0.02967978548258543,0.02694900582234065,15
1,2910.6781129837036,0.02705834060907364,0.024845564737915993,0.02958560921251774,0.02688482776284218,15
1,2908.747955083847,0.027080010622739792,0.024752176366746426,0.029445001855492592,0.02679858629902204,15
1,2906.8177971839905,0.02708035707473755,0.024649917148053646,0.029235479421913624,0.02669458550711473,15
1,2904.887639284134,0.02706121653318405,0.02454258408397436,0.029127318412065506,0.026576896384358405,15
1,2902.9574813842773,0.027024561539292336,0.02442645002156496,0.029028031043708324,0.026449530199170113,15
1,2901.027323484421,0.026972612366080284,0.02429850958287716,0.02886831108480692,0.026316356162230173,15
1,2899.097165584564,0.026880696415901184,0.024175395257771015,0.028708369471132755,0.02618056796491146,15
1,2897.1670076847076,0.026360781863331795,0.02405870333313942,0.028550349175930023,0.026044390723109247,15
1,2895.236849784851,0.02586141787469387,0.023949380964040756,0.028395923785865307,0.02590957668920358,15
1,2893.3066918849945,0.025425581261515617,0.02384821977466345,0.028247269801795483,0.02577817824979623,15
1,2891.376533985138,0.025370443239808083,0.023756070993840694,0.0281072910875082,0.02565277467171351,15
1,2889.4463760852814,0.025310464203357697,0.02367400284856558,0.02797906380146742,0.025536016126473746,15
1,2887.516218185425,0.025249095633625984,0.023603305220603943,0.027865123935043812,0.025430111835400265,15
1,2885.5860602855682,0.025188982486724854,0.02354514505714178,0.027767205610871315,0.02533678263425827,15
1,2883.6559023857117,0.025131402537226677,0.023499969393014908,0.027686262503266335,0.02525716572999954,15
1,2881.725744485855,0.02507663331925869,0.023467167280614376,0.02762232255190611,0.02519148588180542,15
1,2879.7955865859985,0.025025000795722008,0.023439140990376472,0.027574474923312664,0.02513923260072867,15
1,2877.865428686142,0.024977190420031548,0.023420849815011024,0.027541078627109528,0.02509945606191953,15
1,2875.9352707862854,0.02493324689567089,0.023413589224219322,0.02751956507563591,0.025070306162039438,15
1,2874.005112886429,0.02489185333251953,0.02341470867395401,0.02747215796262026,0.02504863366484642,15
1,2872.0749549865723,0.024850888177752495,0.023420656099915504,0.02735768724232912,0.025030567372838656,15
1,2870.1447970867157,0.024808146059513092,0.02342772576957941,0.027242386713624,0.025012302522857983,15
1,2868.214639186859,0.024809395894408226,0.023432248272001743,0.027123376727104187,0.024990160018205643,15
1,2866.2844812870026,0.025007549673318863,0.023430447094142437,0.026997464708983898,0.02496029610435168,15
1,2864.354323387146,0.025177644565701485,0.023418516851961613,0.0268613426014781,0.024918708950281143,15
1,2862.4241654872894,0.025112194940447807,0.02339272480458021,0.02671171724796295,0.024861390019456545,15
1,2860.494007587433,0.025027712807059288,0.023349253460764885,0.026545451022684574,0.024784389759103458,15
1,2858.5638496875763,0.024919884279370308,0.023284140042960644,0.0263598021119833,0.0246839397897323,15
1,2856.6336917877197,0.02478455752134323,0.023193621076643467,0.026152332313358784,0.024556618183851242,15
